"sv: švédština";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"<s> Jaké ulehčení by to znamenalo pro celé město ,  starostou";"počínaje";"a rodiči konče . </s><s> „ A jaká je špatná zpráva"
"en: angličtina";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"v hlavě začaly postupně slábnout , bzučením a Eileeniným  jekotem";"počínaje";"a tím temným žuchnutím , které současně slyšel i cítil"
"en: angličtina";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"ještě v bezpečí , všechno bylo normální rozhovorem s  Waverly";"počínaje";"a vysíláním konče . </s><s> Vysíláním , které skončilo teprve před"
"sv: švédština";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"bylo znát , že všechny ženy , Åsou a  Ylvou";"počínaje";"a nejmladší děvečkou konče , mají o něho starost a"
"es: španělština";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"ušima v městském podsvětí a jejich vykonavatelskou rukou . </s>  <s> Jím";"počínaje";"byli mí předkové piráti , zloději , pašeráci , ba"
"fr: francouzština";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"věc , si tady o tebe dělají všichni ,  mnou";"počínaje";", starosti . </s><s> A neříkám to snad proto , že"
"sv: švédština";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"<s> Měli tam zrovna sešlost — veškeré příbuzenstvo babičkou a  dědečkem";"počínaje";"a bůhvíkým z rodiny konče . </s><s> Že by byl tam"
"cs: čeština";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"pohlednic z těch nejvzdálenějších míst celé zeměkoule , nejlidnatějšími  metropolemi";"počínaje";"a konče těmi nejzastrčenějšími zapadáky někde v Barmě nebo na"
"pl: polština";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";". </s><s> To všechno však Fah přišlo nechutné , jejich  schůzkami";"počínaje";", přišlo jí odporné , že ta tasemnice byť jen"
"de: němčina";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";", když se sám vzdá . </s><s> Národ je ,  vůdcem";"počínaje";"a posledním mužem , poslední ženou , dokonce posledním dítětem"
"de: němčina";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"zaplácal svými stavbami celý Berlín , celé Prusko ,  zámkem";"počínaje";"a naprosto nedůležitým proviantním úřadem konče , podobně jako Eiffel"
"en: angličtina";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"bude to štěstí sdílet s jejich dcerou , touto  chvílí";"počínaje";". </s>  <s> Dvacátá třetí kapitola </s><s> Kurs grilování </s><s> V pondělí za úsvitu"
"en: angličtina";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"ve větru . </s><s> Každou sobotu do Vánoc , příštím  týdnem";"počínaje";", bude Abe nabízet horký cidre . </s><s> Ve Vlněném zboží"
"ja: japonština";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"letních prázdninách ve druhém ročníku na vysoké . </s><s> Tím  létem";"počínaje";"už život Cukuru Tazakiho neměl být nikdy jako dřív . </s>"
"ru: ruština";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";", který lze připojit na jakoukoli vnější projekci –  Manitouem";"počínaje";"a kvasolou konče … “ </s><s> S jistými obtížemi jsem si"
"fr: francouzština";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"přišlo tolikrát na přetřes , Chomejním , matkou a  tetami";"počínaje";"a kamarádkami konče . </s><s> Louÿsova erotická literatura mě neproměnila ve"
"en: angličtina";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"pasivní , neboť všechno už mají předem zpracované –  myšlenkami";"počínaje";"a jídlem konče . </s><s> I ty nehybně stojící krávy na"
"en: angličtina";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"za jeho návštěvu , podepsaný dvaačtyřiceti hudebníky , Artiem  Shawem";"počínaje";"a Brunem Walterem konče . </s><s> A to bylo všechno . </s>"
"en: angličtina";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"a odchozí hovory z domácí linky Simmonsových týden před  vraždou";"počínaje";"a Derekovým zatčením konče . </s><s> Seznam jsem si okopíroval a"
"en: angličtina";"FIC: beletrie";"COL: kratší próza";"X: neuvedeno";"X: neuvedeno";"tabáku se dalo přidat téměř jakékoli aroma , pomerančovou  esencí";"počínaje";"a rozemletými dětskými hovínky konče tedy alespoň některé tak působily"
"en: angličtina";"FIC: beletrie";"COL: kratší próza";"X: neuvedeno";"X: neuvedeno";"neuspěl . </s><s> Zapálil jsem řadu jiných věcí , kuchyňským  kobercem";"počínaje";"a kočkou , která se mi motala pod rukama ,"
"pl: polština";"FIC: beletrie";"COL: kratší próza";"X: neuvedeno";"X: neuvedeno";"konkurenci ze strany amatérek ze všech společenských vrstev ,  kněžnami";"počínaje";". “ </s><s> Prostituce byla nejen legální , ale také systematizovaná"
"es: španělština";"FIC: beletrie";"COL: kratší próza";"X: neuvedeno";"X: neuvedeno";"obecně . </s><s> Má k nim výhrady různého typu ,  hlukem";"počínaje";"a pachy konče . </s><s> Její problém s pachem zatuchliny nebo"
"ru: ruština";"FIC: beletrie";"COL: kratší próza";"X: neuvedeno";"X: neuvedeno";", nenechavýma ručkama shrabovali , co se dalo –  ikonami";"počínaje";"a letadly konče – , a všechno si to vlekli"
"ru: ruština";"FIC: beletrie";"COL: kratší próza";"X: neuvedeno";"X: neuvedeno";". “ </s><s> „ Já to všechno nenávidím , církevními  ceremoniemi";"počínaje";"a čertovinami konče . “ </s><s> „ Ale u Mississippi se"
"ru: ruština";"FIC: beletrie";"COL: kratší próza";"X: neuvedeno";"X: neuvedeno";"plebsu , za celé naše obludně prožité století ,  Leninem";"počínaje";"a dneškem konče . </s><s> Nám v Rusku se zdálo ,"
"cs: čeština";"NFC: oborová literatura";"SCI: odborná literatura";"HUM: humanitní vědy";"ANT: antropologie, etnografie";"že bych těžko našel mnoho lidí , samotnými čelnými  nacionalisty";"počínaje";", kteří by si zaprvé dovedli představit a zadruhé chtěli"
"cs: čeština";"NFC: oborová literatura";"SCI: odborná literatura";"HUM: humanitní vědy";"ANT: antropologie, etnografie";"srbských speciálních jednotek nezmasakrovala . </s><s> Všech 58 , sedmiletými  dětmi";"počínaje";"a čtyřiaosmdesátiletými prarodiči konče . </s><s> Jen dvě děti přežily –"
"cs: čeština";"NFC: oborová literatura";"SCI: odborná literatura";"HUM: humanitní vědy";"PHI: filozofie, náboženství";"zvyky , kterými byly zatíženy islámské rituální úkony —  modlitbou";"počínaje";"a příliš profánními oslavami Prorokových narozenin ( mawlid ) konče"
"fr: francouzština";"NFC: oborová literatura";"POP: populárně naučná literatura";"HUM: humanitní vědy";"PHI: filozofie, náboženství";". </s><s> Toho si můžeme všimnout u řady autorů Pierrem  Ronsardem";"počínaje";"a André Chrénierem konče , máme - li se omezit"
"en: angličtina";"NFC: oborová literatura";"SCI: odborná literatura";"HUM: humanitní vědy";"HIS: historie, biografie";"čitatelé z řad dělníků upřednostňují krásnou literaturu – německými  klasiky";"počínaje";"a masově vytvářenými braky konče . </s><s> Práce týkající se dějin"
"en: angličtina";"NFC: oborová literatura";"SCI: odborná literatura";"HUM: humanitní vědy";"HIS: historie, biografie";"německé filozofie na francouzskou je dobře zdokumentován . </s><s> Victorem  Cousinem";"počínaje";"a Célestinem Bouglém konče mladí francouzští filozofové zpravidla strávili rok"
"en: angličtina";"NFC: oborová literatura";"SCI: odborná literatura";"HUM: humanitní vědy";"HIS: historie, biografie";"jde o stabilitu a poválečné vyrovnání . </s><s> Mnozí ,  Rooseveltem";"počínaje";", přisuzovali Stalinovi jen nacionalistické motivy omezeného dosahu , případně"
"en: angličtina";"NFC: oborová literatura";"SCI: odborná literatura";"HUM: humanitní vědy";"HIS: historie, biografie";"tyto smíšené emoce v nejvyhrocenější podobě . </s><s> Markýzem de  Lafayettem";"počínaje";"a Jeanem - Jacquesem Servan - Schreiberem konče nacházeli v"
"en: angličtina";"NFC: oborová literatura";"SCI: odborná literatura";"HUM: humanitní vědy";"HIS: historie, biografie";"z nebezpečné a rozkolnické pýchy . </s><s> Levice Saint -  Simonem";"počínaje";"a Marxem konče tento názor z velké části opakovala :"
"en: angličtina";"NFC: oborová literatura";"SCI: odborná literatura";"HUM: humanitní vědy";"HIS: historie, biografie";"přesný ekvivalent v dění v Itálii , neúplnými poválečnými  čistkami";"počínaje";"a nedávnou diskusí kolem rozsahu a charakteru odboje při osvobozování"
"cs: čeština";"NFC: oborová literatura";"SCI: odborná literatura";"HUM: humanitní vědy";"LAN: filologie";"roce 1969 přerušena , rozptýlena různými směry emigrací a  disentem";"počínaje";", přes utlumenou veřejnou aktivitu a trpěnou neprovokativní práci či"
"pl: polština";"NFC: oborová literatura";"SCI: odborná literatura";"HUM: humanitní vědy";"LAN: filologie";"symbolických smyslově konkrétních projevů , velkými a komplikovanými masovými  scénami";"počínaje";"a jednotlivými karnevalovými posunky a grimasami konče . </s><s> Tento jazyk"
"cs: čeština";"NFC: oborová literatura";"SCI: odborná literatura";"HUM: humanitní vědy";"LAN: filologie";"tísňové linky o uložení výbušniny do různých institucí ,  školami";"počínaje";"a vládními úřady konče . </s><s> Poměrně časté bylo oznámení o"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"HUM: humanitní vědy";"LAN: filologie";"<s> Ještě více trpěl jeho strýc Talleyrand , který vídeňským  pobytem";"počínaje";"byl stále více přitahován svou půvabnou a inteligentní neteří . </s>"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"HUM: humanitní vědy";"LAN: filologie";"prostituce značeného rozkvětu v orientálních říších ; sumerskými městskými  státy";"počínaje";". </s>  <s> Prakticky všude byla spojena s chrámy , které z"
"en: angličtina";"NFC: oborová literatura";"POP: populárně naučná literatura";"HUM: humanitní vědy";"INF: knihovnictví, informatika";"1970 : „ Díky univerzálnosti svých genetických struktur –  kódem";"počínaje";"– vypadá biosféra jako výsledek nějaké jedinečné události . </s><s> Původně"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"HUM: humanitní vědy";"ART: umění, architektura";"architektuře dominovaly stavby , vycházející ze starších vzorů ,  středověkem";"počínaje";"a renesancí a barokem konče , se náhle na sklonku"
"cs: čeština";"NFC: oborová literatura";"PRO: profesní literatura";"SSC: sociální vědy";"ECO: ekonomie, obchod, logistika";"<s> Odpouštět platby bude celá řada chorvatských institucí – berními  úřady";"počínaje";", bankami a městy konče . </s><s> Lidem se má dohromady"
"cs: čeština";"NFC: oborová literatura";"PRO: profesní literatura";"SSC: sociální vědy";"ECO: ekonomie, obchod, logistika";"vůz měl i celou řadu příplatkových prvků , metalickým  lakem";"počínaje";"( 10 500 Kč ) , takže cena atakovala hodnotu"
"en: angličtina";"NFC: oborová literatura";"POP: populárně naučná literatura";"SSC: sociální vědy";"POL: politika, vojenství";", jimiž prý úřady falšovaly minulé volby – vícenásobným  hlasováním";"počínaje";"a prostým přepsáním volebního výsledku ve volební místnosti konče . </s>"
"en: angličtina";"NFC: oborová literatura";"POP: populárně naučná literatura";"SSC: sociální vědy";"POL: politika, vojenství";"11 </s><s> Ruské rodiny se z různých důvodů , malými  byty";"počínaje";"a absencí státní podpory konče , do adopcí nijak nehrnuly"
"en: angličtina";"NFC: oborová literatura";"POP: populárně naučná literatura";"SSC: sociální vědy";"POL: politika, vojenství";"porušení vyvolá nejrůznější projevy nesouhlasu , kroucením hlavou a  výsměchem";"počínaje";"a veřejnou kritikou a otevřenou ostrakizací konče . </s><s> Politici ,"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"SSC: sociální vědy";"PSY: psychologie";"k jídlu a k odstraňování špatných jídelních návyků hltavým  přejídáním";"počínaje";", drasticky omezujícími dietami konče . </s><s> „ Jsem zastáncem trvale"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"SSC: sociální vědy";"PSY: psychologie";", jak si uspořádat prostředí kolem sebe , pracovním  stolem";"počínaje";", zahradou kolem domu konče . </s><s> Podle feng-šuej je třeba"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"SSC: sociální vědy";"PSY: psychologie";". </s><s> Dostane od nich celou paletu diagnóz – sexuální  perverzí";"počínaje";"a schizofrenií konče . </s><s> Na omluvu lékařské vědy je nutné"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"SSC: sociální vědy";"SOC: sociologie";"bazilik , fresek a miniatur či církevní hudby gregoriánským  chorálem";"počínaje";": patrné je to i v jiných regionech než v"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"SSC: sociální vědy";"SOC: sociologie";"jako vyučovací jazyk do všech typů škol , těmi  mateřskými";"počínaje";". </s>  <s> Pro přechodnou dobu , řekněme deseti let , by"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"SSC: sociální vědy";"SOC: sociologie";"jsme ale mnohem více v kontaktu s exekutivou ,  ministry";"počínaje";", obecním úřadem konče , než s politickými sekretariáty . </s>"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"SSC: sociální vědy";"SOC: sociologie";"hloupými . </s><s> Takto uvažuje hodně lidí , naším současným  prezidentem";"počínaje";". </s>  <s> Část IV </s><s> Politici a média zklamali aneb Co znamená"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"SSC: sociální vědy";"EDU: pedagogika";"její ukončení ) až po personální obsazení školy ,  družinářkou";"počínaje";"a ředitelem konče . </s><s> To má řadu důsledků . </s><s> Mezi"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"SSC: sociální vědy";"EDU: pedagogika";"vícedenní školní výjezdy , školami v přírodě a lyžařskými  kurzy";"počínaje";"a zahraničními pobyty konče . </s><s> „ Lepku nesmím pozřít ani"
"cs: čeština";"NFC: oborová literatura";"SCI: odborná literatura";"NAT: přírodní vědy";"BIO: biologie";"prvek . </s><s> Teoretická východiska jsou představována několika dílčími obory  estetikou";"počínaje";", přes botaniku či dendrologii až po syntetizující disciplínu zahradní"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"NAT: přírodní vědy";"BIO: biologie";"pošlapaná iracionalita se pak vrací nejrůznějšími postranními kanály . </s>  <s> Osvícenstvím";"počínaje";"je evropské myšlení vedeno ideou , že vše správné by"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"NAT: přírodní vědy";"BIO: biologie";"které zcela bez zábran hnízdí na všech památkách ,  Belvederem";"počínaje";"a Schönbrunnem konče ( ve Vídni žije na volné noze"
"en: angličtina";"NFC: oborová literatura";"POP: populárně naučná literatura";"NAT: přírodní vědy";"BIO: biologie";"nemocničním projektům , při utváření mikrobiomu celých měst ,  Chicagem";"počínaje";". </s>  <s> Leung pro něj představuje ideálního partnera . </s><s> V několika"
"en: angličtina";"NFC: oborová literatura";"POP: populárně naučná literatura";"NAT: přírodní vědy";"PHY: fyzika";"Turner , „ je posledním útočištěm zoufalého kosmologa ,  Einsteinem";"počínaje";". “ </s><s> On sám byl „ z hloubi duše “"
"cs: čeština";"NFC: oborová literatura";"PRO: profesní literatura";"NAT: přírodní vědy";"MED: lékařství";"únikovými východy v případě jakéhokoliv nebezpečí , zemětřesením nebo  požárem";"počínaje";"a rozzuřeným pacientem konče . </s><s> Že tu nikdy nebude zemětřesení"
"cs: čeština";"NFC: oborová literatura";"PRO: profesní literatura";"NAT: přírodní vědy";"MED: lékařství";"seznámit s činností komory , s problémy lékařů ,  mediky";"počínaje";"a důchodci konče . </s><s> Poslední sjezd ČLK se konal v"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"NAT: přírodní vědy";"MED: lékařství";"vždy zcela zásadní celkový režim životosprávy , pohybem a  stravou";"počínaje";"a psychickou pohodou konče , “ připomíná Tereza Hodycová . </s>"
"cs: čeština";"NFC: oborová literatura";"PRO: profesní literatura";"NAT: přírodní vědy";"AGR: zemědělství, chovatelství";"Frey čítá na 2 400 různých výrobků , tabulkovou  čokoládou";"počínaje";", pralinkami a čokoládovými figurkami konče . </s><s> Kultovní figurkou je"
"cs: čeština";"NFC: oborová literatura";"PRO: profesní literatura";"NAT: přírodní vědy";"AGR: zemědělství, chovatelství";"strojů reprezentujících průřez nabízeným sortimentem , komunálními nosiči a  traktory";"počínaje";"a nejrůznějšími pracovními adaptéry konče . </s><s> A na své si"
"cs: čeština";"NFC: oborová literatura";"PRO: profesní literatura";"FTS: formální a technické vědy";"TEC: technika";"<s> OŘÍŠKEM BUDOU ROTOROVÉ LISTY </s><s> Největší zátěž , demontáží a  transportem";"počínaje";", představují v procesu likvidace desítky metrů dlouhé rotorové listy"
"cs: čeština";"NFC: oborová literatura";"PRO: profesní literatura";"FTS: formální a technické vědy";"TEC: technika";"je použitelná pro vícero technologií , plazmovým a laserovým  řezáním";"počínaje";"a řezání vysokotlakým vodním paprskem konče . </s><s> Důležitou součástí technologií"
"cs: čeština";"NFC: oborová literatura";"PRO: profesní literatura";"FTS: formální a technické vědy";"TEC: technika";"dokumentů , které jsou závazné pro všechny zúčastněné ,  logistikou";"počínaje";", pokračujíc ve výrobě a expedicí konče se teprve produkt"
"cs: čeština";"NFC: oborová literatura";"PRO: profesní literatura";"FTS: formální a technické vědy";"TEC: technika";"chybou . </s><s> Proto je i takový zájem všech ,  domácnostmi";"počínaje";"a podniky či komunálem konče , o snižování energetické náročnosti"
"cs: čeština";"NFC: oborová literatura";"PRO: profesní literatura";"FTS: formální a technické vědy";"TEC: technika";", v létě přijde „ okurková sezóna “ a  říjnem";"počínaje";"a prosincem konče obalovny balí a finišery pokládají i o"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"FTS: formální a technické vědy";"TEC: technika";"nabízejí televizory také možnost propojení s externími zařízeními ,  sluchátky";"počínaje";"a mnohakanálovými audiosystémy konče . </s><s> Dálka Smart Control komunikuje s"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"FTS: formální a technické vědy";"TEC: technika";"2 nabízí přesný , ale nikoli kontrolou , pevnými  basy";"počínaje";". </s>  <s> Prostor nahrávek je analyticky „ suchý “ zvuk ,"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"FTS: formální a technické vědy";"ICT: výpočetní technika";"zároveň nemilosrdně odkrývají všechny nedostatky komprimované hudby , chybějícími  detaily";"počínaje";"a všudypřítomným šumem konče . </s><s> Doporučeníhodným minimem je alespoň dobrý"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"FTS: formální a technické vědy";"ICT: výpočetní technika";"počítačů , problém se týká veškeré spotřební elektroniky ,  televizory";"počínaje";", pračkami zdaleka nekonče . </s><s> Zařízení , která by bez"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"FTS: formální a technické vědy";"ICT: výpočetní technika";"virtuální prohlídku až osmnácti různých provozů , malou vodní  elektrárnou";"počínaje";", elektrárnou jadernou konče . </s><s> JAZYK : čeština </s><s> Podivný „"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"FTS: formální a technické vědy";"ICT: výpočetní technika";"nezaujme , neboť postrádá všechny možné výstřelky , různobarevným  podsvícením";"počínaje";"a množstvím speciálních kláves konče , avšak konzervativní uživatel ocení"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"ITD: interdisciplinární";"ITD: interdisciplinární";"do školy , do zaměstnání , schválení kdečeho řidičským  průkazem";"počínaje";"a vycestováním do určité země konče . </s><s> Nevím , jak"
"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"ITD: interdisciplinární";"ITD: interdisciplinární";"má průkazné stimulační účinky na lidský organismus , oběhovým  systémem";"počínaje";"a mozkem konče . </s><s> Proč je vylepšení tělesných funkcí kofeinem"
"en: angličtina";"NFC: oborová literatura";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"pohlavíma je , jenže zkušenost s ženským odmítnutím ,  matkou";"počínaje";", mě naplňovala obavama , který mi nedovolily víc ,"
"ru: ruština";"NFC: oborová literatura";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"<s> Zato bobulovin a lesních plodů tu bylo plno –  jahodami";"počínaje";"a divokým vínem konče . </s><s> Otec i děda uměli plést"
"ru: ruština";"NFC: oborová literatura";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"s jídlem i dalším rozmanitým zbožím : hodinkami a  zapalovači";"počínaje";"a součástmi německých vojenských stejnokrojů konce . </s><s> Prodávalo se tu"
"en: angličtina";"NFC: oborová literatura";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"je přes frontovou linii , anebo k partyzánům . </s>  <s> Plukovníkem";"počínaje";"začalo v táboře řízené organizování útěků s pomocí falešných průkazek"
"cs: čeština";"NFC: oborová literatura";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"nestálo , a odstranil všechny rušivé prvky , ozdobným  aranžmá";"počínaje";"a nesrozumitelnými texty konče . </s><s> A tam , kde si"
"cs: čeština";"NFC: oborová literatura";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"na záda ženicha a nevěsty , většina svatebčanů ,  rodiči";"počínaje";", snoubencům vidí do tváře . </s><s> Zřetelněji vnímáme , že"
"cs: čeština";"NFC: oborová literatura";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"rodiny vyžadující plnou podřízenost jednotlivce vyšší organizační jednotce ,  otcem";"počínaje";". </s>  <s> Asie je zřejmě zvyklá na bolest , strádání a"
"cs: čeština";"NFC: oborová literatura";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";", za večer vypiju i několik drinků – sofistikovaným  mojitem";"počínaje";"a obyčejným rumem s kolou konče . </s><s> U ohně neodolám"
"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"zločinným imperialismem “ , protože většina tehdejších států –  Čínou";"počínaje";"a Aztéckou či Inckou říší konče – byla imperiální . </s>"
"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"Petlici vyšlo na 370 titulů prozaických i básnických Ivanem  Klímou";"počínaje";"a Seifertovým Morovým sloupem konče . </s><s> A samozřejmě nádherné Vaculíkovy"
"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"místo Evropy se pro něj stalo trvalou inspirací ,  vínem";"počínaje";"a renesančním humanismem konče . </s><s> V jeho obrazech se objevila"
"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"ničemy tvrdě pyká , ČSSD přežila ty své –  Grossem";"počínaje";"a Rathem konče – bez úhony . </s><s> Až bude po"
"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"trhu jsem se měla co učit . </s><s> Jinou obchodní  terminologií";"počínaje";"a výslovností konče . </s><s> Na začátku mě tipovali na „"
"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"otevře zdejší základky i školákům s nejrůznějšími handicapy –  chudobou";"počínaje";", autismem konče . </s><s> Kdo doufal , že tu konečně"
"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"řadu poboček v turisticky nejatraktivnějších částech Prahy , Václavským  náměstím";"počínaje";"a Příkopy či Karlovou ulicí konče . </s><s> Šest set tisíc"
"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";". hlavně zabezpečením fungující a spolehlivé infrastruktury , tou  dopravní";"počínaje";"a vysokorychlostním internetem konče . </s><s> Už v dobách monarchie jsme"
"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"má plný nárok na projevy posttraumatické stresové poruchy . </s>  <s> Nespavostí";"počínaje";"přes výše zmíněné úzkosti až po deprese a všechny ty"
"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"jim na nos všelijaké bulíky , mluvícími zvířátky a  pohádkami";"počínaje";"a Mikulášem , čertem a Ježíškem konče . </s><s> Toto období"
"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"filmových pohádkách až příliš často chybějí královny . </s><s> Pyšnou  princeznou";"počínaje";"přes Byl jednou jeden král až po Nejkrásnější hádanku . </s>"
"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"o posedlosti ( respektive o různých posedlostech , těmi  vztahovými";"počínaje";"a posedlostí minulostí konče ) a o neschopnosti smířit se"
